TIME(10ms),JKA01\JKA01\CTEC_ATAG0@Out.Val(1#核功率),JKA02\JKA01\CTEC_ATAG0@Out.Val(2#核功率),N00\JEG\CTEC_ATAG0@Out.Val(1#一回路压力),N00\JEG\CTEC_ATAG1@Out.Val(2#一回路压力),N00\HEC01\CTEC_ATAG0@Out.Val(1#一回路流量),N20\HEC02\CTEC_ATAG0@Out.Val(2#一回路流量),N00\HEC01\CTEC_ATAG3@Out.Val(1#氦风机转速),N20\HEC02\CTEC_ATAG3@Out.Val(2#氦风机转速),N00\HEC01\CTEC_ATAG1@Out.Val(1#热氦温度),N20\HEC02\CTEC_ATAG1@Out.Val(2#热氦温度),N00\HEC01\CTEC_ATAG2@Out.Val(1#冷氦温度),N20\HEC02\CTEC_ATAG2@Out.Val(2#冷氦温度),N00\HEC01\CTEC_ATAG5@Out.Val(1#热功率),N20\HEC02\CTEC_ATAG5@Out.Val(2#热功率),T00\LBA002\CTEC_ATAG0@Out.Val(1#SG出口温度),T00\LBA003\CTEC_ATAG0@Out.Val(2#SG出口温度),T00\LBA002\1LBA10CP801A@Out.Val(1#SG出口压力),T00\LBA003\2LBA10CP801A@Out.Val(2#SG出口压力),T00\LBA002\1LAB10CF001@Out.Val(1#给水流量),T00\LBA003\2LAB10CF001@Out.Val(2#给水流量),T00\LAB001\CTEC_ATAG23@Out.Val(1#给水温度),T00\LAB001\CTEC_ATAG25@Out.Val(2#给水温度),T00\LBA001\CTEC_ATAG10@Out.Val(蒸汽母管温度),T00\LBA001\CTEC_ATAG9@Out.Val(蒸汽母管压力),T00\LBA001\CTEC_ATAG26@Out.Val(主蒸汽流量),E00\GEN\CTEC_ATAG0@Out.Val(发电机功率),E00\GEN\CTEC_ATAG1@Out.Val(汽轮机转速)
1235,186.0092,186.0025,7.005637,6.982889,130.0003,129.9991,3876.917,3887.864,556.9177,557.3433,264.4445,264.5335,202.752,203.0719,519.8146,521.0587,11.03272,11.03269,77.80262,78.00359,191.9833,191.9868,520.2859,10.99947,156.1226,169.6222,3000
1258,186.0092,186.0018,7.005639,6.98289,130.0004,129.9998,3876.905,3887.867,556.9177,557.3433,264.4439,264.534,202.7641,203.0885,519.8137,521.0597,11.03261,11.0326,77.88333,78.04565,191.9833,191.9868,520.2863,10.99937,156.1213,169.6216,3000
1281,186.0085,186.0024,7.005641,6.982891,130.0007,130.0001,3876.895,3887.864,556.9175,557.3433,264.4431,264.535,202.7895,203.0929,519.8129,521.0604,11.0325,11.03251,77.99084,78.05865,191.9828,191.9867,520.2864,10.99927,156.1197,169.6206,3000
1303,186.009,186.0019,7.005644,6.982891,129.9999,130.0007,3876.885,3887.858,556.9174,557.3433,264.4418,264.5363,202.8322,203.0912,519.8118,521.0613,11.03235,11.03238,78.09545,78.14987,191.9822,191.9863,520.2866,10.99913,156.1172,169.6206,3000
1324,186.009,186.0014,7.005647,6.982891,130.0005,130.0007,3876.883,3887.858,556.9174,557.3433,264.4402,264.5363,202.8535,203.0912,519.8113,521.0622,11.03228,11.03232,78.12872,78.11802,191.982,191.9862,520.2869,10.99907,156.1157,169.6192,3000
1346,186.0087,186.0019,7.005648,6.98289,130.0015,130.0012,3876.877,3887.85,556.9174,557.3433,264.4383,264.5379,202.8082,203.042,519.8107,521.0634,11.0322,11.03224,78.0686,78.04687,191.982,191.9865,520.2871,10.99899,156.114,169.618,3000
1368,186.0093,186.0021,7.005648,6.98289,130.0015,130.0013,3876.877,3887.838,556.9174,557.3434,264.4383,264.5395,202.8082,203.0295,519.8104,521.0643,11.03216,11.03221,78.06218,77.98012,191.9819,191.9869,520.2874,10.99895,156.113,169.617,3000
1390,186.009,186.0016,7.005648,6.982888,130.0027,129.9997,3876.864,3887.829,556.9175,557.3433,264.4364,264.541,202.8246,203.0191,519.8102,521.0659,11.03211,11.03215,78.16071,77.97549,191.9814,191.9871,520.2877,10.9989,156.1119,169.6163,3000
1412,186.0086,186.0025,7.005647,6.982886,130.0022,129.9979,3876.844,3887.835,556.9176,557.3434,264.4346,264.5424,202.8362,203.0278,519.8102,521.0671,11.03207,11.03212,78.24874,77.93108,191.9808,191.9872,520.2882,10.99886,156.1111,169.6156,3000
1433,186.0092,186.0025,7.005646,6.982885,130.0013,129.9966,3876.832,3887.855,556.9177,557.3434,264.433,264.5435,202.7959,203.0322,519.8102,521.0679,11.03206,11.03209,78.22448,78.02103,191.9808,191.987,520.2888,10.99884,156.1107,169.6151,3000
1456,186.0093,186.002,7.005646,6.982886,130.0017,129.9969,3876.831,3887.881,556.9178,557.3435,264.4318,264.5445,202.7658,203.0405,519.8109,521.069,11.03207,11.03208,78.25536,78.03917,191.9805,191.9868,520.2894,10.99884,156.1104,169.6148,3000
1479,186.0089,186.0025,7.005645,6.982888,130.0006,129.9967,3876.826,3887.898,556.918,557.3438,264.431,264.5453,202.7895,203.0269,519.8116,521.0704,11.03209,11.03209,78.25901,78.02264,191.9803,191.9868,520.2903,10.99886,156.1104,169.6148,3000
1498,186.0096,186.0026,7.005645,6.982888,130.0006,129.9967,3876.826,3887.898,556.918,557.3438,264.431,264.5453,202.7895,203.0269,519.8121,521.0709,11.03212,11.03211,78.25372,78.04946,191.9803,191.9867,520.2906,10.99888,156.1105,169.6147,3000
1520,186.0093,186.0021,7.005645,6.98289,129.9988,129.9982,3876.831,3887.914,556.918,557.3441,264.431,264.546,202.7623,203.0415,519.8129,521.0721,11.03218,11.03216,78.19127,78.0845,191.9805,191.9865,520.2916,10.99894,156.1112,169.6148,3000
1542,186.0089,186.0027,7.005646,6.982892,129.9989,129.9989,3876.85,3887.915,556.9182,557.3442,264.4315,264.5466,202.79,203.0188,519.8137,521.0733,11.03225,11.03222,78.20338,78.07742,191.9804,191.9864,520.2928,10.999,156.1121,169.6152,3000
1564,186.0094,186.0025,7.005647,6.982893,129.9984,129.9995,3876.864,3887.909,556.9183,557.3446,264.4325,264.547,202.7954,203.0238,519.8144,521.0741,11.0323,11.03227,78.21928,78.10548,191.9803,191.9863,520.2936,10.99905,156.1128,169.6157,3000
1586,186.0095,186.0022,7.005649,6.982895,129.9992,129.9993,3876.879,3887.9,556.9186,557.3448,264.4338,264.5472,202.7433,203.0207,519.8151,521.0751,11.03236,11.03233,78.12926,78.10119,191.9807,191.9862,520.2946,10.99911,156.1139,169.6166,3000
1608,186.0092,186.0023,7.00565,6.982897,130.0002,129.9988,3876.884,3887.895,556.9188,557.3449,264.4352,264.5471,202.7728,203.0423,519.8155,521.076,11.0324,11.03237,78.06419,78.09332,191.981,191.9863,520.2951,10.99915,156.1146,169.6173,3000
1630,186.0098,186.0022,7.00565,6.9829,129.9996,129.9988,3876.881,3887.895,556.919,557.3449,264.4365,264.5471,202.8002,203.0423,519.8159,521.0772,11.03244,11.03243,78.0875,78.08205,191.981,191.9863,520.2958,10.9992,156.1154,169.618,3000
1655,186.0096,186.0015,7.005651,6.982903,129.9995,129.9986,3876.882,3887.894,556.9191,557.3452,264.4377,264.5469,202.7704,203.0307,519.816,521.0784,11.03246,11.03246,78.04593,78.02883,191.9812,191.9864,520.2966,10.99922,156.1161,169.6184,3000
1675,186.0091,186.0022,7.005651,6.982903,129.9995,129.9989,3876.882,3887.896,556.9191,557.3455,264.4377,264.5469,202.7704,203.0174,519.8162,521.0791,11.03247,11.03247,78.0887,78.12194,191.981,191.9861,520.2973,10.99923,156.1163,169.6184,3000
1695,186.0097,186.0022,7.005652,6.982905,130.0011,129.9987,3876.884,3887.894,556.9195,557.3458,264.4385,264.5471,202.7826,203.0104,519.8162,521.0798,11.03246,11.03247,78.08126,78.11157,191.9811,191.9861,520.2977,10.99923,156.1163,169.6187,3000
1717,186.0097,186.0016,7.005653,6.982907,130.0006,129.9981,3876.873,3887.894,556.9198,557.3461,264.4391,264.5475,202.7964,203.0157,519.8161,521.0807,11.03246,11.03246,78.08336,78.01949,191.9811,191.9864,520.2983,10.99922,156.1162,169.6186,3000
1739,186.0094,186.0022,7.005653,6.982909,130,129.9976,3876.868,3887.9,556.92,557.3463,264.4393,264.5479,202.7363,203.0223,519.816,521.0815,11.03244,11.03246,78.06001,78.04401,191.9812,191.9864,520.2987,10.99922,156.1161,169.6187,3000
1763,186.01,186.0018,7.005655,6.982912,130.0009,129.9978,3876.869,3887.908,556.9201,557.3466,264.439,264.5484,202.765,203.0256,519.8159,521.0823,11.03241,11.03244,77.96612,78.1326,191.9816,191.9859,520.2993,10.99919,156.1158,169.6188,3000
1784,186.0098,186.0026,7.005656,6.982915,129.9991,129.9978,3876.862,3887.908,556.9205,557.3466,264.4386,264.5484,202.7962,203.0256,519.8156,521.083,11.03236,11.0324,77.81992,78.19756,191.9823,191.9855,520.2996,10.99915,156.115,169.6185,3000
1807,186.0093,186.0023,7.005659,6.982917,129.9984,129.998,3876.872,3887.914,556.9207,557.3468,264.4379,264.5489,202.8042,203.0198,519.8154,521.0838,11.03232,11.03239,77.8128,78.3115,191.9825,191.9848,520.2998,10.99912,156.1145,169.6182,3000
1828,186.0099,186.002,7.005659,6.982917,129.9984,129.9983,3876.872,3887.916,556.9207,557.3469,264.4379,264.5493,202.8042,203.0367,519.8151,521.0847,11.03226,11.03237,77.807,78.26637,191.9828,191.9847,520.3003,10.99908,156.1138,169.6182,3000
1851,186.01,186.0023,7.005662,6.982919,130.0001,129.9981,3876.885,3887.915,556.921,557.3472,264.437,264.5495,202.7574,203.0287,519.8149,521.0853,11.03221,11.03234,77.80691,78.12101,191.9828,191.9852,520.3006,10.99904,156.1131,169.618,3000
1873,186.0096,186.0024,7.005664,6.982921,130.0006,129.9987,3876.882,3887.916,556.9211,557.3474,264.4361,264.5496,202.7675,203.0219,519.8149,521.0857,11.03215,11.0323,77.77724,78.09628,191.983,191.9855,520.3008,10.99899,156.1123,169.6176,3000
1894,186.0103,186.0019,7.005666,6.982924,130,129.9991,3876.875,3887.912,556.9214,557.3475,264.4353,264.5497,202.7887,203.0298,519.8146,521.0862,11.03202,11.03219,77.88454,78.12771,191.9826,191.9854,520.301,10.99887,156.1107,169.6171,3000
1916,186.0099,186.0023,7.005668,6.982924,129.9996,129.9991,3876.875,3887.912,556.9217,557.3475,264.4346,264.5497,202.7705,203.0298,519.8145,521.0863,11.0319,11.03209,77.94373,78.26987,191.9823,191.9848,520.301,10.99876,156.1086,169.616,3000
1938,186.0095,186.0021,7.005672,6.982925,130.0007,129.9987,3876.878,3887.906,556.9218,557.3476,264.4341,264.5497,202.7342,203.0234,519.8149,521.0864,11.03183,11.03203,78.05112,78.24193,191.9816,191.9848,520.3014,10.9987,156.107,169.6146,3000
1961,186.01,186.0017,7.005672,6.982925,130.0007,129.9989,3876.878,3887.904,556.9218,557.3478,264.4341,264.5496,202.7342,203.0554,519.8155,521.0864,11.03178,11.03199,78.17289,78.08215,191.9809,191.9853,520.3018,10.99866,156.106,169.6137,3000
1983,186.01,186.0023,7.005674,6.982927,130.0001,129.9988,3876.872,3887.901,556.9221,557.3479,264.4337,264.5495,202.7172,203.0643,519.8168,521.0867,11.03178,11.03198,78.3261,78.01585,191.9799,191.9858,520.3023,10.99865,156.1053,169.6131,3000
2004,186.0097,186.0022,7.005677,6.982928,129.9989,129.9991,3876.872,3887.899,556.9223,557.348,264.4333,264.5495,202.7682,203.056,519.8187,521.0865,11.03183,11.032,78.2313,77.89301,191.9797,191.9864,520.3031,10.99868,156.1055,169.6131,3000
2026,186.0099,186.0016,7.005681,6.982929,129.9975,129.9997,3876.881,3887.896,556.9224,557.3481,264.433,264.5497,202.7987,203.0302,519.8202,521.0865,11.03186,11.03202,78.25391,77.97004,191.9796,191.9863,520.3038,10.99871,156.1058,169.6131,3000
2048,186.0095,186.0023,7.005686,6.982929,129.9984,129.9997,3876.9,3887.896,556.9225,557.3481,264.433,264.5497,202.7949,203.0302,519.8223,521.0862,11.0319,11.03202,78.25331,78.18474,191.9795,191.9855,520.3046,10.99873,156.1062,169.6134,3000
2070,186.0095,186.0023,7.005691,6.982928,130.0001,129.9996,3876.908,3887.888,556.9226,557.3481,264.4333,264.5498,202.7584,203.0318,519.8242,521.0859,11.03194,11.03205,78.28123,78.16455,191.9792,191.9852,520.3051,10.99876,156.1066,169.6135,3000
2092,186.0101,186.0021,7.005691,6.982928,130.0001,129.9992,3876.908,3887.882,556.9226,557.3483,264.4333,264.5497,202.7584,203.0592,519.827,521.0856,11.03203,11.03212,78.24559,78.14694,191.9792,191.9852,520.3059,10.99884,156.1075,169.6139,3000
2113,186.0097,186.0027,7.005693,6.982927,130.0006,129.9986,3876.899,3887.882,556.9227,557.3484,264.4339,264.5493,202.7325,203.0842,519.8292,521.0854,11.03214,11.03221,78.26366,78.06704,191.9792,191.9853,520.3068,10.99894,156.1086,169.6147,3000
2136,186.0099,186.0021,7.005695,6.982927,130.0007,129.999,3876.889,3887.886,556.9227,557.3485,264.435,264.5487,202.7598,203.0632,519.832,521.0852,11.03227,11.03233,78.14324,78.10728,191.9796,191.9851,520.3081,10.99906,156.1107,169.6156,3000
2158,186.0098,186.0028,7.005698,6.982927,129.9993,130.0003,3876.88,3887.886,556.923,557.3486,264.4366,264.548,202.7786,203.0436,519.8347,521.0848,11.03237,11.03241,78.15337,78.19598,191.9798,191.9845,520.3092,10.99916,156.1125,169.6167,3000
2180,186.0095,186.0026,7.005702,6.982926,129.9991,129.9997,3876.885,3887.875,556.9232,557.3485,264.4385,264.5472,202.7835,203.0403,519.8367,521.0845,11.03244,11.03251,78.11967,78.299,191.9799,191.9841,520.3101,10.99924,156.1139,169.6179,3000
2202,186.01,186.0022,7.005705,6.982924,130.0002,129.9988,3876.89,3887.872,556.9233,557.3487,264.4408,264.5462,202.7836,203.0705,519.8384,521.0841,11.03251,11.03258,78.18652,78.34756,191.9796,191.9836,520.3109,10.99931,156.1151,169.6179,3000
2224,186.0101,186.0022,7.005707,6.982922,130.0006,129.9988,3876.885,3887.872,556.9234,557.3487,264.4432,264.5462,202.7632,203.0705,519.8408,521.084,11.03266,11.03274,78.23312,78.27394,191.9793,191.9836,520.3123,10.99946,156.1171,169.619,3000
2246,186.0094,186.0021,7.005707,6.982922,130.0006,129.9984,3876.885,3887.877,556.9234,557.3487,264.4432,264.545,202.7632,203.0496,519.8431,521.084,11.03282,11.0329,78.22188,78.15838,191.9792,191.984,520.3137,10.99962,156.1197,169.6208,3000
2268,186.0099,186.0014,7.005707,6.982922,130.0009,129.9992,3876.878,3887.884,556.9236,557.3487,264.4452,264.5441,202.6841,203.058,519.8449,521.0837,11.03292,11.033,78.1884,78.09476,191.9792,191.9843,520.3145,10.99972,156.1216,169.6225,3000
2289,186.0099,186.0019,7.005706,6.982923,129.9999,129.9992,3876.87,3887.883,556.9237,557.3487,264.4467,264.5435,202.6761,203.0767,519.8471,521.0834,11.03305,11.03313,78.12047,78.10014,191.9795,191.9844,520.3158,10.99985,156.1238,169.6242,3000
2311,186.0096,186.0018,7.005707,6.982923,129.9972,129.9991,3876.872,3887.882,556.924,557.3486,264.4474,264.5433,202.7451,203.0783,519.8491,521.0831,11.03318,11.03325,78.1682,78.17426,191.9794,191.984,520.3168,10.99998,156.1261,169.6258,3000
2335,186.0102,186.0016,7.005711,6.982922,129.9951,129.9996,3876.896,3887.883,556.9241,557.3486,264.4475,264.5432,202.7764,203.0686,519.8506,521.0826,11.03326,11.03333,78.21751,78.29829,191.9791,191.9835,520.3174,11.00006,156.1276,169.6275,3000
2354,186.01,186.0021,7.005717,6.982922,129.9967,130.0006,3876.932,3887.879,556.9242,557.3487,264.4471,264.5432,202.7764,203.06,519.8524,521.0822,11.03336,11.03344,78.2026,78.22118,191.9789,191.9834,520.3183,11.00016,156.1294,169.6289,3000
2376,186.0095,186.002,7.005722,6.982922,129.9985,130.0006,3876.948,3887.879,556.9244,557.3487,264.4465,264.5432,202.7848,203.06,519.8538,521.0818,11.03345,11.03353,78.25005,78.18684,191.9786,191.9834,520.3191,11.00025,156.1308,169.6289,3000
2400,186.01,186.0015,7.005722,6.982922,129.9985,130.0003,3876.948,3887.867,556.9244,557.3486,264.4465,264.5433,202.7848,203.0609,519.8562,521.0812,11.03362,11.03369,78.29665,78.20618,191.9782,191.9833,520.32,11.00041,156.1335,169.6301,3000
2420,186.0099,186.0022,7.005724,6.98292,129.9996,129.9999,3876.945,3887.861,556.9246,557.3487,264.4457,264.5435,202.7845,203.0646,519.8577,521.0809,11.03374,11.03381,78.25932,78.21245,191.9782,191.9832,520.3209,11.00053,156.1353,169.632,3000
2445,186.0096,186.0022,7.005727,6.982918,130.0015,129.9997,3876.934,3887.859,556.9246,557.3486,264.4448,264.5434,202.7296,203.0848,519.8597,521.0804,11.03391,11.03397,78.23759,78.12894,191.9783,191.9834,520.3221,11.0007,156.138,169.6337,3000
2463,186.01,186.002,7.005729,6.982916,130.0021,129.9995,3876.909,3887.859,556.9246,557.3485,264.4438,264.5431,202.7038,203.0881,519.8611,521.0799,11.03402,11.03408,78.16251,78.12991,191.9785,191.9835,520.3228,11.00081,156.14,169.6356,3000
2486,186.0098,186.0023,7.005731,6.982915,130.0004,129.9998,3876.885,3887.862,556.9247,557.3486,264.4428,264.5424,202.7528,203.0579,519.8629,521.0793,11.03416,11.03422,78.08978,78.07124,191.9789,191.9837,520.3235,11.00095,156.1425,169.6377,3000
2508,186.0094,186.0024,7.005734,6.982913,129.9983,129.9998,3876.88,3887.862,556.9249,557.3486,264.4418,264.5424,202.7955,203.0579,519.8643,521.0783,11.03425,11.0343,78.00922,77.92522,191.9793,191.9843,520.3241,11.00103,156.1446,169.6401,3000
2529,186.01,186.002,7.005734,6.982913,129.9983,130.0002,3876.88,3887.86,556.9249,557.3486,264.4418,264.5416,202.7955,203.0366,519.8651,521.0774,11.03425,11.03431,77.97108,77.89539,191.9796,191.9846,520.3242,11.00104,156.1453,169.6401,3000
2554,186.01,186.0028,7.00574,6.982912,129.9985,129.9996,3876.894,3887.856,556.9249,557.3486,264.4408,264.5407,202.8076,203.0513,519.8657,521.0759,11.03422,11.03427,78.00256,77.99763,191.9796,191.9843,520.3241,11.001,156.1453,169.6414,3000
2573,186.0097,186.0027,7.005744,6.982909,130.0002,129.9987,3876.902,3887.858,556.9249,557.3486,264.4399,264.54,202.7683,203.051,519.8661,521.0745,11.03417,11.03422,77.93993,77.98784,191.9798,191.9843,520.3236,11.00095,156.1448,169.6419,3000
2598,186.0101,186.0024,7.005745,6.982908,130.001,129.9989,3876.895,3887.867,556.925,557.3486,264.4393,264.5392,202.7881,203.0478,519.8663,521.0726,11.03406,11.03411,77.97012,77.9874,191.9798,191.9843,520.3231,11.00084,156.1434,169.6417,3000
2620,186.0096,186.0025,7.005744,6.982908,130.0007,129.9994,3876.883,3887.873,556.925,557.3487,264.4389,264.5385,202.7984,203.048,519.8663,521.0712,11.03395,11.03401,78.00757,78.02125,191.9796,191.984,520.3226,11.00074,156.1418,169.6411,3000
2640,186.0101,186.0025,7.005744,6.982908,130.0005,129.9992,3876.876,3887.872,556.9251,557.3488,264.4384,264.5377,202.807,203.0568,519.8664,521.0693,11.03382,11.03388,78.09087,78.20965,191.9791,191.9831,520.3218,11.00061,156.1394,169.6401,3000
2661,186.0101,186.0018,7.005745,6.982907,130.0007,129.9992,3876.872,3887.872,556.925,557.3488,264.4376,264.5377,202.8032,203.0568,519.8668,521.0676,11.03373,11.0338,78.11715,78.32359,191.9787,191.9822,520.3214,11.00052,156.1376,169.6389,3000
2709,186.0103,186.0021,7.005745,6.982906,130.0012,129.9995,3876.868,3887.876,556.9249,557.3488,264.4367,264.5358,202.7849,203.0724,519.8677,521.0665,11.03371,11.03378,78.22668,78.35831,191.9782,191.9816,520.3212,11.00051,156.1366,169.6379,3000
2743,186.0104,186.0018,7.005744,6.982907,130.0011,129.9998,3876.86,3887.874,556.9249,557.3488,264.4356,264.5348,202.7651,203.0912,519.8695,521.0654,11.03381,11.03391,78.19335,78.32317,191.9778,191.9813,520.3214,11.00061,156.1374,169.6378,3000
2776,186.01,186.0021,7.005742,6.982907,130.0001,130.0002,3876.856,3887.87,556.9247,557.349,264.4343,264.5338,202.7516,203.0582,519.8713,521.0649,11.03398,11.03409,78.14703,78.3582,191.978,191.981,520.3219,11.00079,156.1399,169.6387,3000
2804,186.0098,186.0016,7.005744,6.982906,129.9984,130.0007,3876.871,3887.864,556.9246,557.3491,264.4323,264.533,202.6926,203.0704,519.874,521.0644,11.0342,11.03433,78.00564,78.24257,191.9787,191.9813,520.3226,11.00102,156.1438,169.6416,3000
2840,186.0092,186.0024,7.005745,6.982906,129.998,130.0003,3876.887,3887.855,556.9246,557.3493,264.4317,264.5325,202.7259,203.0772,519.8763,521.0634,11.03435,11.0345,77.92178,78.11967,191.9792,191.982,520.3234,11.00118,156.1472,169.6438,3000
2875,186.0097,186.0022,7.005748,6.982905,129.9969,130.0005,3876.902,3887.852,556.9246,557.3498,264.4316,264.5328,202.7146,203.0554,519.8782,521.0616,11.03441,11.03457,78.08585,78.00645,191.9786,191.9826,520.3236,11.00125,156.149,169.6453,3000
2905,186.01,186.0028,7.005753,6.982905,129.9971,130.0004,3876.922,3887.847,556.9243,557.3499,264.432,264.5335,202.7784,203.0569,519.8796,521.0589,11.03436,11.03451,77.97861,78.10342,191.9789,191.9823,520.3232,11.00119,156.149,169.6468,3000
2940,186.0099,186.0023,7.005763,6.982902,129.9998,129.9997,3876.94,3887.844,556.9242,557.3501,264.4338,264.5346,202.8156,203.0406,519.8807,521.0565,11.0343,11.03446,77.87556,78.12877,191.9795,191.982,520.3228,11.00114,156.1481,169.6466,3000
2974,186.0093,186.0029,7.005765,6.982901,130.0014,129.9995,3876.929,3887.849,556.9241,557.3503,264.4349,264.5363,202.7784,203.0665,519.8822,521.0532,11.03416,11.03432,78.08453,78.21362,191.9787,191.9814,520.3218,11.001,156.1463,169.6461,3000
3004,186.0099,186.0023,7.005767,6.982899,130.0027,129.9994,3876.907,3887.854,556.9241,557.3503,264.4357,264.5367,202.7841,203.0513,519.884,521.05,11.03409,11.03425,78.17758,78.33802,191.9779,191.9805,520.3214,11.00093,156.1443,169.6446,3000
3040,186.0095,186.0027,7.005768,6.982897,130.0025,129.9996,3876.879,3887.857,556.924,557.3506,264.4361,264.5364,202.8051,203.0435,519.887,521.0474,11.03416,11.03434,78.16806,78.41468,191.9776,191.9797,520.3215,11.001,156.1447,169.6443,3000
3069,186.0101,186.0027,7.005769,6.982895,130.0015,129.999,3876.859,3887.859,556.924,557.3506,264.436,264.5356,202.8055,203.0519,519.8894,521.0461,11.0343,11.03449,78.10393,78.45825,191.9778,191.9792,520.322,11.00115,156.1464,169.6449,3000
3102,186.0096,186.0022,7.005771,6.982892,130.0011,129.9985,3876.84,3887.865,556.9239,557.3508,264.4357,264.5343,202.819,203.0516,519.8934,521.0444,11.03455,11.03476,78.07105,78.3674,191.978,191.9792,520.3231,11.00141,156.1505,169.6476,3000
3136,186.01,186.0019,7.005771,6.982892,130.0001,129.9985,3876.84,3887.874,556.9239,557.3509,264.4359,264.5328,202.8246,203.0366,519.8966,521.0427,11.03474,11.03497,77.93174,78.23653,191.9787,191.9798,520.324,11.0016,156.1541,169.6496,3000
3168,186.0097,186.0021,7.005773,6.982893,130.0007,129.999,3876.847,3887.886,556.924,557.3513,264.4361,264.5305,202.7933,203.0661,519.899,521.041,11.03485,11.03509,77.79669,78.13093,191.9797,191.9805,520.3242,11.00172,156.1566,169.6516,3000
3205,186.0103,186.0013,7.005773,6.982894,130.0011,129.9997,3876.848,3887.886,556.924,557.3514,264.4365,264.5299,202.8148,203.0514,519.9017,521.0374,11.03485,11.0351,77.81967,77.89788,191.9799,191.9817,520.3242,11.00173,156.1582,169.6543,3000
3234,186.01,186.0021,7.005773,6.982895,130.001,130.0008,3876.846,3887.88,556.924,557.3515,264.4374,264.5297,202.8154,203.0351,519.9033,521.0341,11.03475,11.03499,77.86213,77.90773,191.9798,191.982,520.3234,11.00163,156.1574,169.6543,3000
3273,186.0104,186.0018,7.005772,6.982895,130.001,130.0008,3876.844,3887.866,556.9237,557.3517,264.4395,264.5297,202.7831,203.0864,519.9049,521.0295,11.03452,11.03476,77.96175,78.04413,191.9794,191.9815,520.3221,11.0014,156.1543,169.6538,3000
3301,186.0103,186.0021,7.005771,6.982893,129.9997,130.0014,3876.843,3887.851,556.9238,557.3517,264.4405,264.5298,202.7685,203.1003,519.9073,521.0249,11.03429,11.03454,78.16652,78.18684,191.9782,191.9805,520.3207,11.00115,156.1497,169.6506,3000
3335,186.0103,186.0017,7.005772,6.982892,129.9991,130.0015,3876.853,3887.839,556.9238,557.3519,264.4413,264.5294,202.7702,203.105,519.9101,521.0198,11.03419,11.03439,78.43172,78.18692,191.9766,191.9802,520.3197,11.00104,156.147,169.6488,3000
3367,186.0103,186.0025,7.005773,6.982889,129.9987,130.0014,3876.866,3887.829,556.9238,557.3519,264.4417,264.5285,202.7292,203.1131,519.9136,521.017,11.03422,11.03438,78.3056,78.09417,191.9765,191.9803,520.3193,11.00106,156.1464,169.6479,3000
3400,186.0103,186.002,7.005774,6.982885,129.9983,130.0012,3876.879,3887.822,556.9238,557.352,264.4417,264.527,202.754,203.1378,519.9186,521.0125,11.03437,11.0345,78.11849,78.27483,191.9774,191.9796,520.3196,11.00119,156.1479,169.6478,3000
3433,186.0102,186.0023,7.00578,6.982876,129.9979,130.0011,3876.911,3887.818,556.9238,557.3521,264.4416,264.525,202.7378,203.1451,519.923,521.0095,11.03454,11.03467,78.12009,78.24416,191.9778,191.9794,520.3201,11.00136,156.1504,169.6493,3000
3466,186.0103,186.0019,7.005785,6.982872,129.9977,130.0021,3876.921,3887.811,556.9238,557.3521,264.4419,264.5208,202.7115,203.1097,519.9278,521.0062,11.03467,11.03481,77.7699,78.02691,191.9796,191.9803,520.3203,11.0015,156.1534,169.6508,3000
3503,186.0103,186.0027,7.00579,6.982867,129.9978,130.0017,3876.932,3887.802,556.9239,557.3521,264.4426,264.5193,202.7251,203.0756,519.9312,521.0032,11.03467,11.03482,77.70214,77.94507,191.9806,191.9809,520.3203,11.0015,156.1544,169.6527,3000
